result_uid,report_id,study_id_clean,registry_key,cohort_id,design,allocation_unit,intervention_package,comparator_identity,treatment_duration_months,outcome_construct,outcome_basis,reference_period_start_months,reference_period_end_months,assessment_time_months,closest_eligible_to_12m,baseline_employment_selection,arm,numerator,denominator,denominator_type,n_randomised_or_enrolled,missingness_note,follow_up_after_withdrawal,design_adjusted_effect,design_adjusted_se_or_ci,ascertainment,source_page,verbatim_quote,currently_used,matches_current_result_id,discrepancy_note,extractor,checker,check_date,unresolved_disagreement
R06_10,R06,HEGELSTAD_2019,hegelstad2019,HEGELSTAD_2019,Matched historical control prospective study (randomisation abandoned because Norwegian guidelines made IPS a right),"individual, NOT randomised (controls matched one to one on gender, age and diagnosis from TIPS participants entering 2007 to 2012)","Job- and SchoolPrescription, a Norwegian IPS adaptation with publicly funded internships as a stepping stone, equal weight given to supported education, and added motivational interviewing; IPS fidelity 102 (good)",Early intervention plus standard TIPS treatment plus generic Norwegian employment and educational services (no IPS),"12 (funding limited), with follow-up to 24 months",other (describe),point,12,12,12,n.a.,"whole cohort, but eligibility required wishing to study or work or experiencing a need for support working or studying, so the sample is motivation-selected",intervention,3,30,completer,66 (33 intervention plus 33 matched controls); 39 TIPS participants were eligible or interested and 6 were excluded or declined,"At 1 year 30 of 33 intervention participants were assessed (one untraceable, one moved away, one declined) and 30 controls had education data but only 27 had employment data; at 2 years 22 per group were assessed",no (the three intervention dropouts are absent from the 1-year data entirely),,,interview (Strauss-Carpenter Level of Functioning scale administered by the TIPS early-detection team and the first author),"PDF pp.5 and 7, Results and Discussion",Three participants were still in an internship >20 h/wk.,no,,"Publicly funded internship, not competitive paid employment; these three are included in the 14 counted as employed 20 hours a week or more.","Claude Opus draft, 2026-09-06",,,
R06_11,R06,HEGELSTAD_2019,hegelstad2019,HEGELSTAD_2019,Matched historical control prospective study (randomisation abandoned because Norwegian guidelines made IPS a right),"individual, NOT randomised (controls matched one to one on gender, age and diagnosis from TIPS participants entering 2007 to 2012)","Job- and SchoolPrescription, a Norwegian IPS adaptation with publicly funded internships as a stepping stone, equal weight given to supported education, and added motivational interviewing; IPS fidelity 102 (good)",Early intervention plus standard TIPS treatment plus generic Norwegian employment and educational services (no IPS),"12 (funding limited), with follow-up to 24 months",work or school composite,point,12,12,12,no,"whole cohort, but eligibility required wishing to study or work or experiencing a need for support working or studying, so the sample is motivation-selected",intervention,18,30,completer,66 (33 intervention plus 33 matched controls); 39 TIPS participants were eligible or interested and 6 were excluded or declined,"At 1 year 30 of 33 intervention participants were assessed (one untraceable, one moved away, one declined) and 30 controls had education data but only 27 had employment data; at 2 years 22 per group were assessed",no (the three intervention dropouts are absent from the 1-year data entirely),employment or education more than 20 hours a week: OR 3.5 (group only) and OR 3.1 (adjusted for prior education),"95% CI 1.2 to 9.9, P = 0.02 for model 1; 95% CI 0.9 to 10.1, P = 0.05 for model 2",interview (Strauss-Carpenter Level of Functioning scale administered by the TIPS early-detection team and the first author),"PDF p.5 Results and PDF p.6, Table 3","Moreover, 18 (60%) of the participants were active in any amount of competitive employment and education at the same time.",no,,"The Table 3 odds ratios are the report's only adjusted effects and apply to the employment OR education composite, not to employment alone. Nagelkerke R-squared 0.27.","Claude Opus draft, 2026-09-06",,,
R06_12,R06,HEGELSTAD_2019,hegelstad2019,HEGELSTAD_2019,Matched historical control prospective study (randomisation abandoned because Norwegian guidelines made IPS a right),"individual, NOT randomised (controls matched one to one on gender, age and diagnosis from TIPS participants entering 2007 to 2012)","Job- and SchoolPrescription, a Norwegian IPS adaptation with publicly funded internships as a stepping stone, equal weight given to supported education, and added motivational interviewing; IPS fidelity 102 (good)",Early intervention plus standard TIPS treatment plus generic Norwegian employment and educational services (no IPS),"12 (funding limited), with follow-up to 24 months",competitive employment,point,24,24,24,no,"whole cohort, but eligibility required wishing to study or work or experiencing a need for support working or studying, so the sample is motivation-selected",intervention,10,22,completer,66 (33 intervention plus 33 matched controls); 39 TIPS participants were eligible or interested and 6 were excluded or declined,"At 1 year 30 of 33 intervention participants were assessed (one untraceable, one moved away, one declined) and 30 controls had education data but only 27 had employment data; at 2 years 22 per group were assessed",no (the three intervention dropouts are absent from the 1-year data entirely),chi-square 0.38 df 2; regression showed no predictive value of group,P = 0.83,interview (Strauss-Carpenter Level of Functioning scale administered by the TIPS early-detection team and the first author),"PDF p.6, Results section 3.2","In the Job- and SchoolPrescription group, 10 out of the interviewed 22 had employment >20 h/wk, compared to 8 out of 22 in the control group (chi2: .38; df: 2; P = .83).",no,,,"Claude Opus draft, 2026-09-06",,,
R06_13,R06,HEGELSTAD_2019,hegelstad2019,HEGELSTAD_2019,Matched historical control prospective study (randomisation abandoned because Norwegian guidelines made IPS a right),"individual, NOT randomised (controls matched one to one on gender, age and diagnosis from TIPS participants entering 2007 to 2012)","Job- and SchoolPrescription, a Norwegian IPS adaptation with publicly funded internships as a stepping stone, equal weight given to supported education, and added motivational interviewing; IPS fidelity 102 (good)",Early intervention plus standard TIPS treatment plus generic Norwegian employment and educational services (no IPS),"12 (funding limited), with follow-up to 24 months",competitive employment,point,24,24,24,no,"whole cohort, but eligibility required wishing to study or work or experiencing a need for support working or studying, so the sample is motivation-selected",control,8,22,completer,66 (33 intervention plus 33 matched controls); 39 TIPS participants were eligible or interested and 6 were excluded or declined,"At 1 year 30 of 33 intervention participants were assessed (one untraceable, one moved away, one declined) and 30 controls had education data but only 27 had employment data; at 2 years 22 per group were assessed",no (the three intervention dropouts are absent from the 1-year data entirely),,,interview (Strauss-Carpenter Level of Functioning scale administered by the TIPS early-detection team and the first author),"PDF p.6, Results section 3.2","10 out of the interviewed 22 had employment >20 h/wk, compared to 8 out of 22 in the control group",no,,,"Claude Opus draft, 2026-09-06",,,
R06_14,R06,HEGELSTAD_2019,hegelstad2019,HEGELSTAD_2019,Matched historical control prospective study (randomisation abandoned because Norwegian guidelines made IPS a right),"individual, NOT randomised (controls matched one to one on gender, age and diagnosis from TIPS participants entering 2007 to 2012)","Job- and SchoolPrescription, a Norwegian IPS adaptation with publicly funded internships as a stepping stone, equal weight given to supported education, and added motivational interviewing; IPS fidelity 102 (good)",Early intervention plus standard TIPS treatment plus generic Norwegian employment and educational services (no IPS),"12 (funding limited), with follow-up to 24 months",other (describe),cumulative,0,12,12,n.a.,"whole cohort, but eligibility required wishing to study or work or experiencing a need for support working or studying, so the sample is motivation-selected",intervention,,,,66 (33 intervention plus 33 matched controls); 39 TIPS participants were eligible or interested and 6 were excluded or declined,"At 1 year 30 of 33 intervention participants were assessed (one untraceable, one moved away, one declined) and 30 controls had education data but only 27 had employment data; at 2 years 22 per group were assessed",no (the three intervention dropouts are absent from the 1-year data entirely),mean time from inclusion to at least 20 hours a week of competitive employment or mainstream education 4.3 months (129 days),,interview (Strauss-Carpenter Level of Functioning scale administered by the TIPS early-detection team and the first author),PDF p.5 Results and PDF p.7 Discussion,"Mean time to at least 20 h/wk competitive employment or mainstream education, was 4.3 months (including internships).",no,,Denominator (those who achieved the outcome) is not stated.,"Claude Opus draft, 2026-09-06",,,
R06_15,R06,HEGELSTAD_2019,hegelstad2019,HEGELSTAD_2019,Matched historical control prospective study (randomisation abandoned because Norwegian guidelines made IPS a right),"individual, NOT randomised (controls matched one to one on gender, age and diagnosis from TIPS participants entering 2007 to 2012)","Job- and SchoolPrescription, a Norwegian IPS adaptation with publicly funded internships as a stepping stone, equal weight given to supported education, and added motivational interviewing; IPS fidelity 102 (good)",Early intervention plus standard TIPS treatment plus generic Norwegian employment and educational services (no IPS),"12 (funding limited), with follow-up to 24 months",other (describe),point,12,12,12,n.a.,"whole cohort, but eligibility required wishing to study or work or experiencing a need for support working or studying, so the sample is motivation-selected",whole sample,,,,66 (33 intervention plus 33 matched controls); 39 TIPS participants were eligible or interested and 6 were excluded or declined,"At 1 year 30 of 33 intervention participants were assessed (one untraceable, one moved away, one declined) and 30 controls had education data but only 27 had employment data; at 2 years 22 per group were assessed",no (the three intervention dropouts are absent from the 1-year data entirely),no association between symptom remission status and employment or educational outcome; chi-square 2.9 df 2,P < .25,interview (Strauss-Carpenter Level of Functioning scale administered by the TIPS early-detection team and the first author),"PDF pp.5-6, Table 2 and Results",There was no association between remission status and employment/educational outcome after 1 year,no,,,"Claude Opus draft, 2026-09-06",,,
R07_01,R07,POTHIER_2019,pothier2019,POTHIER_2019,Small prospective observational cohort (predictor study) within two clinical services,n.a.,none evaluated; participants were receiving routine treatment in rehabilitation programmes,none,n.a.,work or school composite,point,6,6,6,no,RESTRICTED TO PEOPLE WITH NO CURRENT FULL-TIME OCCUPATION (part-time work of 24 hours a week or less was permitted) who reported a goal of returning to school or acquiring a job,whole sample,11,27,completer,27,No attrition: all 27 completed both the baseline and the 6-month assessment,n.a. (no attrition),,,self-report interview (occupational questionnaire at baseline and a brief telephone interview at 6 months),"PDF p.4, Results section 3.1 and Table 2","At follow up, 14 participants did not have an occupation (51.9%), two had a social economy occupation (7.4%), three had a part-time competitive occupation (11.1%) and eight had a full-time competitive occupation (29.6%).",yes,POTHIER_2019__proportion__competitive_employment__6m,"COUNT RIGHT BUT LABEL WRONG TWICE. 11 is 3 part-time plus 8 full-time competitive occupations, so full-time alone is 8 of 27. And the outcome is a work-or-school composite: School and work participation were combined in one score, so a part-time competitive occupation can be either a job of 24 hours a week or less or part-time study on a diploma course. The paper never separates work from school. The Methods also state that participants were asked to describe their occupations for the last six months, so a period reading of the 6-month value is possible.","Claude Opus draft, 2026-09-06",,,
R07_02,R07,POTHIER_2019,pothier2019,POTHIER_2019,Small prospective observational cohort (predictor study) within two clinical services,n.a.,none evaluated; participants were receiving routine treatment in rehabilitation programmes,none,n.a.,work or school composite,point,6,6,6,no,RESTRICTED TO PEOPLE WITH NO CURRENT FULL-TIME OCCUPATION (part-time work of 24 hours a week or less was permitted) who reported a goal of returning to school or acquiring a job,whole sample,8,27,completer,27,No attrition: all 27 completed both the baseline and the 6-month assessment,n.a. (no attrition),,,self-report interview (occupational questionnaire at baseline and a brief telephone interview at 6 months),"PDF p.4, Results section 3.1 and Table 2",eight had a full-time competitive occupation (29.6%),no,,"Full-time competitive occupation alone; a full-time competitive occupation may be either work of more than 24 hours a week or full-time study. The Methods also state that participants were asked to describe their occupations for the last six months, so a period reading of the 6-month value is possible.","Claude Opus draft, 2026-09-06",,,
R07_03,R07,POTHIER_2019,pothier2019,POTHIER_2019,Small prospective observational cohort (predictor study) within two clinical services,n.a.,none evaluated; participants were receiving routine treatment in rehabilitation programmes,none,n.a.,work or school composite,point,6,6,6,no,RESTRICTED TO PEOPLE WITH NO CURRENT FULL-TIME OCCUPATION (part-time work of 24 hours a week or less was permitted) who reported a goal of returning to school or acquiring a job,whole sample,3,27,completer,27,No attrition: all 27 completed both the baseline and the 6-month assessment,n.a. (no attrition),,,self-report interview (occupational questionnaire at baseline and a brief telephone interview at 6 months),"PDF p.4, Results section 3.1 and Table 2",three had a part-time competitive occupation (11.1%),no,,"Part-time competitive occupation alone. The Methods also state that participants were asked to describe their occupations for the last six months, so a period reading of the 6-month value is possible.","Claude Opus draft, 2026-09-06",,,
R07_04,R07,POTHIER_2019,pothier2019,POTHIER_2019,Small prospective observational cohort (predictor study) within two clinical services,n.a.,none evaluated; participants were receiving routine treatment in rehabilitation programmes,none,n.a.,other (describe),point,6,6,6,n.a.,RESTRICTED TO PEOPLE WITH NO CURRENT FULL-TIME OCCUPATION (part-time work of 24 hours a week or less was permitted) who reported a goal of returning to school or acquiring a job,whole sample,2,27,completer,27,No attrition: all 27 completed both the baseline and the 6-month assessment,n.a. (no attrition),,,self-report interview (occupational questionnaire at baseline and a brief telephone interview at 6 months),"PDF p.4, Results section 3.1 and Table 2",two had a social economy occupation (7.4%),no,,"Social economy occupation: volunteer work, punctual, protected or transitional jobs, non-diploma courses or independent study. The Methods also state that participants were asked to describe their occupations for the last six months, so a period reading of the 6-month value is possible.","Claude Opus draft, 2026-09-06",,,
R07_05,R07,POTHIER_2019,pothier2019,POTHIER_2019,Small prospective observational cohort (predictor study) within two clinical services,n.a.,none evaluated; participants were receiving routine treatment in rehabilitation programmes,none,n.a.,other (describe),point,6,6,6,n.a.,RESTRICTED TO PEOPLE WITH NO CURRENT FULL-TIME OCCUPATION (part-time work of 24 hours a week or less was permitted) who reported a goal of returning to school or acquiring a job,whole sample,14,27,completer,27,No attrition: all 27 completed both the baseline and the 6-month assessment,n.a. (no attrition),,,self-report interview (occupational questionnaire at baseline and a brief telephone interview at 6 months),"PDF p.4, Results section 3.1 and Table 2","At follow up, 14 participants did not have an occupation (51.9%)",no,,"No occupation at 6 months. The Methods also state that participants were asked to describe their occupations for the last six months, so a period reading of the 6-month value is possible.","Claude Opus draft, 2026-09-06",,,
R07_06,R07,POTHIER_2019,pothier2019,POTHIER_2019,Small prospective observational cohort (predictor study) within two clinical services,n.a.,none evaluated; participants were receiving routine treatment in rehabilitation programmes,none,n.a.,work or school composite,point,0,0,0,no,RESTRICTED TO PEOPLE WITH NO CURRENT FULL-TIME OCCUPATION (part-time work of 24 hours a week or less was permitted) who reported a goal of returning to school or acquiring a job,whole sample,5,27,enrolled,27,No attrition: all 27 completed both the baseline and the 6-month assessment,n.a. (no attrition),,,self-report interview (occupational questionnaire at baseline and a brief telephone interview at 6 months),"PDF p.4, Table 2",Baseline occupational status n = 19 n = 3 n = 5 n = 0,no,,Competitive occupation (part-time or full-time) at baseline; full-time competitive occupation at baseline was zero by design.,"Claude Opus draft, 2026-09-06",,,
R07_07,R07,POTHIER_2019,pothier2019,POTHIER_2019,Small prospective observational cohort (predictor study) within two clinical services,n.a.,none evaluated; participants were receiving routine treatment in rehabilitation programmes,none,n.a.,other (describe),point,0,0,0,n.a.,RESTRICTED TO PEOPLE WITH NO CURRENT FULL-TIME OCCUPATION (part-time work of 24 hours a week or less was permitted) who reported a goal of returning to school or acquiring a job,whole sample,3,27,enrolled,27,No attrition: all 27 completed both the baseline and the 6-month assessment,n.a. (no attrition),,,self-report interview (occupational questionnaire at baseline and a brief telephone interview at 6 months),"PDF p.4, Table 2",Baseline occupational status n = 19 n = 3 n = 5 n = 0,no,,Social economy occupation at baseline.,"Claude Opus draft, 2026-09-06",,,
R07_08,R07,POTHIER_2019,pothier2019,POTHIER_2019,Small prospective observational cohort (predictor study) within two clinical services,n.a.,none evaluated; participants were receiving routine treatment in rehabilitation programmes,none,n.a.,other (describe),point,0,0,0,n.a.,RESTRICTED TO PEOPLE WITH NO CURRENT FULL-TIME OCCUPATION (part-time work of 24 hours a week or less was permitted) who reported a goal of returning to school or acquiring a job,whole sample,19,27,enrolled,27,No attrition: all 27 completed both the baseline and the 6-month assessment,n.a. (no attrition),,,self-report interview (occupational questionnaire at baseline and a brief telephone interview at 6 months),"PDF p.4, Table 2",Baseline occupational status n = 19 n = 3 n = 5 n = 0,no,,No occupation at baseline.,"Claude Opus draft, 2026-09-06",,,
R07_09,R07,POTHIER_2019,pothier2019,POTHIER_2019,Small prospective observational cohort (predictor study) within two clinical services,n.a.,none evaluated; participants were receiving routine treatment in rehabilitation programmes,none,n.a.,work or school composite,point,0,0,0,no,RESTRICTED TO PEOPLE WITH NO CURRENT FULL-TIME OCCUPATION (part-time work of 24 hours a week or less was permitted) who reported a goal of returning to school or acquiring a job,whole sample,0,27,enrolled,27,No attrition: all 27 completed both the baseline and the 6-month assessment,n.a. (no attrition),,,self-report interview (occupational questionnaire at baseline and a brief telephone interview at 6 months),"PDF p.4, Table 2",Baseline occupational status n = 19 n = 3 n = 5 n = 0,no,,"Full-time competitive occupation at baseline: zero by design, since the cohort excluded anyone with a current full-time occupation.","Claude Opus draft, 2026-09-06",,,
R07_10,R07,POTHIER_2019,pothier2019,POTHIER_2019,Small prospective observational cohort (predictor study) within two clinical services,n.a.,none evaluated; participants were receiving routine treatment in rehabilitation programmes,none,n.a.,other (describe),cumulative,0,6,6,n.a.,RESTRICTED TO PEOPLE WITH NO CURRENT FULL-TIME OCCUPATION (part-time work of 24 hours a week or less was permitted) who reported a goal of returning to school or acquiring a job,whole sample,9,27,enrolled,27,No attrition: all 27 completed both the baseline and the 6-month assessment,n.a. (no attrition),,,self-report interview (occupational questionnaire at baseline and a brief telephone interview at 6 months),"PDF p.4, Results section 3.1","At follow-up, among the 27 participants, nine were found to have improved their occupational status (33.3%).",no,,Improvement in the ordinal occupational status score between baseline and 6 months.,"Claude Opus draft, 2026-09-06",,,
R07_11,R07,POTHIER_2019,pothier2019,POTHIER_2019,Small prospective observational cohort (predictor study) within two clinical services,n.a.,none evaluated; participants were receiving routine treatment in rehabilitation programmes,none,n.a.,other (describe),point,6,6,6,n.a.,RESTRICTED TO PEOPLE WITH NO CURRENT FULL-TIME OCCUPATION (part-time work of 24 hours a week or less was permitted) who reported a goal of returning to school or acquiring a job,whole sample,,27,completer,27,No attrition: all 27 completed both the baseline and the 6-month assessment,n.a. (no attrition),Spearman correlation of baseline Working memory (MCCB) with occupational status at six months r = 0.38,p = .024,self-report interview (occupational questionnaire at baseline and a brief telephone interview at 6 months),"PDF p.5, Table 3","The positive relationships between attention/vigilance (r = 0.36, p = .034), speed of processing (r = 0.39, p = .022), global cognition (r = 0.32, p = .05) and occupational status at six months were similar to the relationship found between working memory and occupational status at six months (r = 0.38, p = .024).",yes,POTHIER_2019__correlation__working_memory_mccb___6m,"The outcome correlated with is the ordinal four-level WORK-OR-SCHOOL occupational status at six months, not employment.","Claude Opus draft, 2026-09-06",,,
R07_12,R07,POTHIER_2019,pothier2019,POTHIER_2019,Small prospective observational cohort (predictor study) within two clinical services,n.a.,none evaluated; participants were receiving routine treatment in rehabilitation programmes,none,n.a.,other (describe),point,6,6,6,n.a.,RESTRICTED TO PEOPLE WITH NO CURRENT FULL-TIME OCCUPATION (part-time work of 24 hours a week or less was permitted) who reported a goal of returning to school or acquiring a job,whole sample,,27,completer,27,No attrition: all 27 completed both the baseline and the 6-month assessment,n.a. (no attrition),Spearman correlation of baseline Speed of processing (MCCB) with occupational status at six months r = 0.39,p = .022,self-report interview (occupational questionnaire at baseline and a brief telephone interview at 6 months),"PDF p.5, Table 3","The positive relationships between attention/vigilance (r = 0.36, p = .034), speed of processing (r = 0.39, p = .022), global cognition (r = 0.32, p = .05) and occupational status at six months were similar to the relationship found between working memory and occupational status at six months (r = 0.38, p = .024).",yes,POTHIER_2019__correlation__speed_of_processing_mccb___6m,"The outcome correlated with is the ordinal four-level WORK-OR-SCHOOL occupational status at six months, not employment.","Claude Opus draft, 2026-09-06",,,
R07_13,R07,POTHIER_2019,pothier2019,POTHIER_2019,Small prospective observational cohort (predictor study) within two clinical services,n.a.,none evaluated; participants were receiving routine treatment in rehabilitation programmes,none,n.a.,other (describe),point,6,6,6,n.a.,RESTRICTED TO PEOPLE WITH NO CURRENT FULL-TIME OCCUPATION (part-time work of 24 hours a week or less was permitted) who reported a goal of returning to school or acquiring a job,whole sample,,27,completer,27,No attrition: all 27 completed both the baseline and the 6-month assessment,n.a. (no attrition),Spearman correlation of baseline Attention or vigilance (MCCB) with occupational status at six months r = 0.36,p = .034,self-report interview (occupational questionnaire at baseline and a brief telephone interview at 6 months),"PDF p.5, Table 3","The positive relationships between attention/vigilance (r = 0.36, p = .034), speed of processing (r = 0.39, p = .022), global cognition (r = 0.32, p = .05) and occupational status at six months were similar to the relationship found between working memory and occupational status at six months (r = 0.38, p = .024).",yes,POTHIER_2019__correlation__attention_vigilance_mccb___6m,"The outcome correlated with is the ordinal four-level WORK-OR-SCHOOL occupational status at six months, not employment.","Claude Opus draft, 2026-09-06",,,
R07_14,R07,POTHIER_2019,pothier2019,POTHIER_2019,Small prospective observational cohort (predictor study) within two clinical services,n.a.,none evaluated; participants were receiving routine treatment in rehabilitation programmes,none,n.a.,other (describe),point,6,6,6,n.a.,RESTRICTED TO PEOPLE WITH NO CURRENT FULL-TIME OCCUPATION (part-time work of 24 hours a week or less was permitted) who reported a goal of returning to school or acquiring a job,whole sample,,27,completer,27,No attrition: all 27 completed both the baseline and the 6-month assessment,n.a. (no attrition),Spearman correlation of baseline Global cognition (MCCB) with occupational status at six months r = 0.32,p = .05,self-report interview (occupational questionnaire at baseline and a brief telephone interview at 6 months),"PDF p.5, Table 3","The positive relationships between attention/vigilance (r = 0.36, p = .034), speed of processing (r = 0.39, p = .022), global cognition (r = 0.32, p = .05) and occupational status at six months were similar to the relationship found between working memory and occupational status at six months (r = 0.38, p = .024).",yes,POTHIER_2019__correlation__global_cognition_mccb___6m,"The outcome correlated with is the ordinal four-level WORK-OR-SCHOOL occupational status at six months, not employment.","Claude Opus draft, 2026-09-06",,,
R07_15,R07,POTHIER_2019,pothier2019,POTHIER_2019,Small prospective observational cohort (predictor study) within two clinical services,n.a.,none evaluated; participants were receiving routine treatment in rehabilitation programmes,none,n.a.,other (describe),point,6,6,6,n.a.,RESTRICTED TO PEOPLE WITH NO CURRENT FULL-TIME OCCUPATION (part-time work of 24 hours a week or less was permitted) who reported a goal of returning to school or acquiring a job,whole sample,,27,completer,27,No attrition: all 27 completed both the baseline and the 6-month assessment,n.a. (no attrition),Spearman correlation of baseline Verbal memory (MCCB) with occupational status at six months r = 0.20,p = not significant,self-report interview (occupational questionnaire at baseline and a brief telephone interview at 6 months),"PDF p.5, Table 3","The positive relationships between attention/vigilance (r = 0.36, p = .034), speed of processing (r = 0.39, p = .022), global cognition (r = 0.32, p = .05) and occupational status at six months were similar to the relationship found between working memory and occupational status at six months (r = 0.38, p = .024).",no,,"The outcome correlated with is the ordinal four-level WORK-OR-SCHOOL occupational status at six months, not employment.","Claude Opus draft, 2026-09-06",,,
R07_16,R07,POTHIER_2019,pothier2019,POTHIER_2019,Small prospective observational cohort (predictor study) within two clinical services,n.a.,none evaluated; participants were receiving routine treatment in rehabilitation programmes,none,n.a.,other (describe),point,6,6,6,n.a.,RESTRICTED TO PEOPLE WITH NO CURRENT FULL-TIME OCCUPATION (part-time work of 24 hours a week or less was permitted) who reported a goal of returning to school or acquiring a job,whole sample,,27,completer,27,No attrition: all 27 completed both the baseline and the 6-month assessment,n.a. (no attrition),Spearman correlation of baseline Visual memory (MCCB) with occupational status at six months r = 0.14,p = not significant,self-report interview (occupational questionnaire at baseline and a brief telephone interview at 6 months),"PDF p.5, Table 3","The positive relationships between attention/vigilance (r = 0.36, p = .034), speed of processing (r = 0.39, p = .022), global cognition (r = 0.32, p = .05) and occupational status at six months were similar to the relationship found between working memory and occupational status at six months (r = 0.38, p = .024).",no,,"The outcome correlated with is the ordinal four-level WORK-OR-SCHOOL occupational status at six months, not employment.","Claude Opus draft, 2026-09-06",,,
R07_17,R07,POTHIER_2019,pothier2019,POTHIER_2019,Small prospective observational cohort (predictor study) within two clinical services,n.a.,none evaluated; participants were receiving routine treatment in rehabilitation programmes,none,n.a.,other (describe),point,6,6,6,n.a.,RESTRICTED TO PEOPLE WITH NO CURRENT FULL-TIME OCCUPATION (part-time work of 24 hours a week or less was permitted) who reported a goal of returning to school or acquiring a job,whole sample,,27,completer,27,No attrition: all 27 completed both the baseline and the 6-month assessment,n.a. (no attrition),Spearman correlation of baseline Reasoning and problem solving (MCCB) with occupational status at six months r = 0.16,p = not significant,self-report interview (occupational questionnaire at baseline and a brief telephone interview at 6 months),"PDF p.5, Table 3","The positive relationships between attention/vigilance (r = 0.36, p = .034), speed of processing (r = 0.39, p = .022), global cognition (r = 0.32, p = .05) and occupational status at six months were similar to the relationship found between working memory and occupational status at six months (r = 0.38, p = .024).",no,,"The outcome correlated with is the ordinal four-level WORK-OR-SCHOOL occupational status at six months, not employment.","Claude Opus draft, 2026-09-06",,,
R07_18,R07,POTHIER_2019,pothier2019,POTHIER_2019,Small prospective observational cohort (predictor study) within two clinical services,n.a.,none evaluated; participants were receiving routine treatment in rehabilitation programmes,none,n.a.,other (describe),point,6,6,6,n.a.,RESTRICTED TO PEOPLE WITH NO CURRENT FULL-TIME OCCUPATION (part-time work of 24 hours a week or less was permitted) who reported a goal of returning to school or acquiring a job,whole sample,,27,completer,27,No attrition: all 27 completed both the baseline and the 6-month assessment,n.a. (no attrition),Spearman correlation of baseline Managing emotions (MCCB) with occupational status at six months r = 0.13,p = not significant,self-report interview (occupational questionnaire at baseline and a brief telephone interview at 6 months),"PDF p.5, Table 3","The positive relationships between attention/vigilance (r = 0.36, p = .034), speed of processing (r = 0.39, p = .022), global cognition (r = 0.32, p = .05) and occupational status at six months were similar to the relationship found between working memory and occupational status at six months (r = 0.38, p = .024).",no,,"The outcome correlated with is the ordinal four-level WORK-OR-SCHOOL occupational status at six months, not employment.","Claude Opus draft, 2026-09-06",,,
R07_19,R07,POTHIER_2019,pothier2019,POTHIER_2019,Small prospective observational cohort (predictor study) within two clinical services,n.a.,none evaluated; participants were receiving routine treatment in rehabilitation programmes,none,n.a.,other (describe),point,6,6,6,n.a.,RESTRICTED TO PEOPLE WITH NO CURRENT FULL-TIME OCCUPATION (part-time work of 24 hours a week or less was permitted) who reported a goal of returning to school or acquiring a job,whole sample,,27,completer,27,No attrition: all 27 completed both the baseline and the 6-month assessment,n.a. (no attrition),Spearman correlation of baseline Theory of mind (COST) with occupational status at six months r = 0.10,p = not significant,self-report interview (occupational questionnaire at baseline and a brief telephone interview at 6 months),"PDF p.5, Table 3","The positive relationships between attention/vigilance (r = 0.36, p = .034), speed of processing (r = 0.39, p = .022), global cognition (r = 0.32, p = .05) and occupational status at six months were similar to the relationship found between working memory and occupational status at six months (r = 0.38, p = .024).",no,,"The outcome correlated with is the ordinal four-level WORK-OR-SCHOOL occupational status at six months, not employment.","Claude Opus draft, 2026-09-06",,,
R07_20,R07,POTHIER_2019,pothier2019,POTHIER_2019,Small prospective observational cohort (predictor study) within two clinical services,n.a.,none evaluated; participants were receiving routine treatment in rehabilitation programmes,none,n.a.,other (describe),point,6,6,6,n.a.,RESTRICTED TO PEOPLE WITH NO CURRENT FULL-TIME OCCUPATION (part-time work of 24 hours a week or less was permitted) who reported a goal of returning to school or acquiring a job,whole sample,,27,completer,27,No attrition: all 27 completed both the baseline and the 6-month assessment,n.a. (no attrition),ordinal regression: working memory OR 2.53 per 1 SD improvement; length of time absent from employment or school OR 1.08 per month of absence (decreasing the odds),"95% CI 1.05 to 6.17 (Wald chi-square 4.258, p = .039) and 95% CI 1.01 to 1.15 (Wald chi-square 4.791, p = .029); model Nagelkerke R-squared 0.481",self-report interview (occupational questionnaire at baseline and a brief telephone interview at 6 months),"PDF p.4, Results section 3.2 and PDF p.5, Figure 1","the chances of having an improved occupational status at six months were increased by 2.53 (95% CI, 1.05 to 6.17) times for each increment of one SD of improvement in working memory but were decreased by 1.08 (95% CI, 1.01 to 1.15) times for each month of absence from employment/school.",no,,,"Claude Opus draft, 2026-09-06",,,
